"","id","tweet_id","candidate","tweet_created","sentiment","tweet_location","user_timezone","text"
"2463",2463,"629691057723322368","Donald Trump","2015-08-07 09:30:21 -0700","Positive","Southeast, FL (Real Estate)","Eastern Time (US & Canada)","RT @Dee_Snuts_R4E10: @realDonaldTrump just won on @seanhannity by saying he'd put hillary in jail bc they destroyed Petraeus for much less.…"
"2464",2464,"629691055802318848","No candidate mentioned","2015-08-07 09:30:21 -0700","Negative","","","RT kayleymelissa: #GOPDebate is like the trial from The Unbreakable Kimmy Schmidt and Dona… http://t.co/jAqjwnndgB http://t.co/lRUMxgR8pM"
"2465",2465,"629691051385712640","Donald Trump","2015-08-07 09:30:20 -0700","Negative","Indiana","","RT @Wolfrum: ""Oh Donald, again with your angry misogyny. You are just incorrigible. Now tell us more about Trump Wall."" -- #GOPDebate"
"2466",2466,"629691050420875264","Jeb Bush","2015-08-07 09:30:20 -0700","Negative","So.Nevada, USA","Pacific Time (US & Canada)","RT @buffalopundit: Actually, BUSH'S BROTHER CUT THE DEAL TO LEAVE IRAQ. #GOPDebate"
"2467",2467,"629691049393393664","No candidate mentioned","2015-08-07 09:30:19 -0700","Neutral","on the edge","Atlantic Time (Canada)","Actual #GOPDebate MVP https://t.co/t0Wr7BKTrV"
"2468",2468,"629691048588115968","Ted Cruz","2015-08-07 09:30:19 -0700","Neutral","","Central Time (US & Canada)","""Campaign Conservatives"" is a great description of many in #GOPDebate @TedCruz"
"2469",2469,"629691046860034048","No candidate mentioned","2015-08-07 09:30:19 -0700","Negative","D.C., Baton Rouge, Fort Worth","Eastern Time (US & Canada)","Lots of Republicans in my Facebook and Twitter timelines are ticked at Fox News for running that hatchet job of a debate. #GOPdebate"
"2470",2470,"629691046310494208","No candidate mentioned","2015-08-07 09:30:19 -0700","Negative","","Pacific Time (US & Canada)","RT @ThomasMYbarra: ""Purpose of the military is to kill people and break things!"" Um? Really? It's a last resort to defend Americans #GOP201…"
"2471",2471,"629691044842618880","Donald Trump","2015-08-07 09:30:18 -0700","Negative","Central massachusetts","Eastern Time (US & Canada)","Advice to #GOP candidates in order of how they finished 1st Donald Trump Add detail for debte 2  Don't play prevent  #gopdebate #tcot #p2"
"2472",2472,"629691043940823040","No candidate mentioned","2015-08-07 09:30:18 -0700","Neutral","","","RT @robdelaney: .@FoxNews Fun shot of the candidates warming up for the #GOPDebate! http://t.co/5e7936xKoU"
"2473",2473,"629691043907248128","No candidate mentioned","2015-08-07 09:30:18 -0700","Negative","","","RT @NotBillWalton: The Straight Outta Compton trailer that just came on spent more time on police brutality than the #GOPDebate did."
"2474",2474,"629691042736922624","No candidate mentioned","2015-08-07 09:30:18 -0700","Positive","Seattle","Pacific Time (US & Canada)","@megynkelly was the real winner last night. #FoxDebate #GOPDebate"
"2475",2475,"629691041856253952","No candidate mentioned","2015-08-07 09:30:18 -0700","Positive","Ottawa","","RT @billmckibben: Glad to see climate change a key theme of tonight's #gopdebate. We may differ on solutions, but at least we're all focuse…"
"2476",2476,"629691033069056000","Donald Trump","2015-08-07 09:30:16 -0700","Negative","Phoenix, AZ","Pacific Time (US & Canada)","Trump disagreeing with Megyn Kelly's pointed, somewhat gotcha questions does not equate to her being a bimbo. &lt;sigh&gt; #gopdebate"
"2477",2477,"629691030913224704","Donald Trump","2015-08-07 09:30:15 -0700","Negative","Dallas/Fort Worth, Texas","Central Time (US & Canada)","#GOPDebate @chriswallace @megynkelly @BretBaier I was really looking forward to a real debate of the candidates not an attack on Trump"
"2478",2478,"629691028220436480","No candidate mentioned","2015-08-07 09:30:14 -0700","Positive","","Pacific Time (US & Canada)","Everybody loves Carly the Cinderella. Compared with the dwarfs at the other table, she was the afternoon delight. #gopdebate"
"2479",2479,"629691025561403392","No candidate mentioned","2015-08-07 09:30:14 -0700","Negative","","Central Time (US & Canada)","Carly: I'll cuck for Bibi before I do ANYTHING for the US! Count on it! Israel First! #cuckservative #GOPDebate"
"2480",2480,"629691025053761536","John Kasich","2015-08-07 09:30:14 -0700","Negative","Georgia","Eastern Time (US & Canada)","@JohnKasich is from Ohio.  Ohio gave us Boehner.  NO THANKS. ANOTHER RHINO  #GOPDebate"
"2481",2481,"629691024202403840","No candidate mentioned","2015-08-07 09:30:13 -0700","Positive","","Pacific Time (US & Canada)","RT @optibotimus: Know what's funny....the #GOPDebate probably has a better score on rotten tomatoes than #FantasticFour <f0><U+009F><U+0091><U+008D>"
"2482",2482,"629691024147812352","No candidate mentioned","2015-08-07 09:30:13 -0700","Neutral","America","Eastern Time (US & Canada)","@EPA Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube"
"2483",2483,"629691022554058752","No candidate mentioned","2015-08-07 09:30:13 -0700","Negative","","Pacific Time (US & Canada)","RT @drewmoss1979: Is FOXNews a long-game liberal conspiracy to drive the Republican Party so far right that it will never win a general ele…"
"2484",2484,"629691022541496320","Chris Christie","2015-08-07 09:30:13 -0700","Positive","Georgia","Eastern Time (US & Canada)","Chris Christie did nicely, I think. I'm surprised Fox News didn't hit him with ""fat"" questions though. #fitnessaspresident #GOPDebate"
"2485",2485,"629691021425676288","Rand Paul","2015-08-07 09:30:13 -0700","Neutral","Minneapolis, MN","",".@RobertJRalston The Paul/Chirstie debate regarding 4th amendment protections vs. mass data collection was very interesting. #GOPDebate"
"2486",2486,"629691018443661312","No candidate mentioned","2015-08-07 09:30:12 -0700","Positive","here and there","Eastern Time (US & Canada)","I think @megynkelly won #GOPDebate!  Hard hitting questions of concern to majority of voter, not just fringe GOP base.   #MegynForPresident"
"2487",2487,"629691013221744640","No candidate mentioned","2015-08-07 09:30:11 -0700","Positive","","","RT @feministabulous: I don't always support everything Megyn Kelly says, but tonight she's my hero. http://t.co/QgwM5XG3F9 #GOPDebate http:…"
"2488",2488,"629691012076539904","No candidate mentioned","2015-08-07 09:30:11 -0700","Neutral","New York, NY","Eastern Time (US & Canada)","The #GOPDebate by the numbers: http://t.co/s9UQDSEMRX http://t.co/dX13Wgwgu2"
"2489",2489,"629691006334545920","No candidate mentioned","2015-08-07 09:30:09 -0700","Negative","Kansas City","","https://t.co/skhaS0lquB God Damn!  That's what's called a MEGA #TwatSwat @hardball_chris #GOPDebate #CarlyFiorina"
"2490",2490,"629691002245263360","No candidate mentioned","2015-08-07 09:30:08 -0700","Negative","Richmond, Virginia,","","Not shocked much,but ""debate"" questions for both were ABSURD!!With all the shit we have going on, they chose 2 try &amp; start fights #GOPDebate"
"2491",2491,"629691001775394816","No candidate mentioned","2015-08-07 09:30:08 -0700","Neutral","","","RT @Oct8angle: First @TheDemocrats debate 2 months after #GOPDebate? Undemocratic. An Embarrassment. #WeWantDebate #WeNEEDdebate @DWStweets…"
"2492",2492,"629691000970153984","Ted Cruz","2015-08-07 09:30:08 -0700","Negative","NC","","RT @pattonoswalt: Ted Cruz = ""Chubby Damien Thorne"" #GOPDebate"
"2493",2493,"629690998302453760","No candidate mentioned","2015-08-07 09:30:07 -0700","Negative","","Central Time (US & Canada)","RT @ProfKori: As person who grew up poor, I can tell you: no one is more brutal than poor ppl who make it &amp; think success makes them better…"
"2494",2494,"629690994066386944","No candidate mentioned","2015-08-07 09:30:06 -0700","Positive","Montreal, QC, Canada","","RT@brianstelter Overnight #'s: #GOPDebate had a 16.0 household rating. (vs 5.3 in 2011/12) http://t.co/4IH7BTyeaZ http://t.co/e9FIG93k0i"
"2495",2495,"629690992397012992","No candidate mentioned","2015-08-07 09:30:06 -0700","Positive","","Central Time (US & Canada)","RT @LollyOhMy: Good thing #climatechange is not something to worry about! I'm excited about the beaches in Colorado. #GOPDebate"
"2496",2496,"629690989607821312","No candidate mentioned","2015-08-07 09:30:05 -0700","Negative","The United States of America","Eastern Time (US & Canada)","No substantive conversation about income inequality, declining wages, social security or race and minorities. #GOPDebate about nothing."
"2497",2497,"629690987800068096","Marco Rubio","2015-08-07 09:30:05 -0700","Positive","Michigan","Atlantic Time (Canada)","RT @atlcav: All my faves did really well last night: @marcorubio @JohnKasich @RealBenCarson @CarlyFiorina  #GOPDebate  Rubio-Kasich ticket!…"
"2498",2498,"629690987699392512","No candidate mentioned","2015-08-07 09:30:05 -0700","Negative","(610)","Atlantic Time (Canada)","Came in the negro barbershop asked about the #GOPDebate.... they told me to shut up"
"2499",2499,"629690981647011840","No candidate mentioned","2015-08-07 09:30:03 -0700","Positive","IL","","""Ultimately, liberals were unhappy, which means the GOP did something right"" #gopDebate http://t.co/08nrvGEsrA"
"2500",2500,"629690980401348608","Scott Walker","2015-08-07 09:30:03 -0700","Negative","Greece","Athens","#GOPDebate Gov.Walker being pro-life means pro EVERY life! When you develop a uterus then you can have an opinion!"
"2501",2501,"629690979985981440","Donald Trump","2015-08-07 09:30:03 -0700","Negative","United States Of America","Pacific Time (US & Canada)","Government can fu*k up so bad that an event like #Benghazi unfolds, but let's make a big deal about Trump calling someone a dog. #GOPDebate"
"2502",2502,"629690979034001408","No candidate mentioned","2015-08-07 09:30:03 -0700","Neutral","Worldwide!","Eastern Time (US & Canada)","#GOPDebate: We gave each Republican presidential candidate a theme song http://t.co/DZjpdUaFlm"
"2503",2503,"629690977268142080","No candidate mentioned","2015-08-07 09:30:02 -0700","Negative","Location: Scooched To The Left","Eastern Time (US & Canada)","In 3pm #GOPDebate, Fox ""News"" asked a REAL softball of a question: 2 words to describe Hillary. ALL SEVEN answered with more than two words."
"2504",2504,"629690971203092480","No candidate mentioned","2015-08-07 09:30:01 -0700","Negative","Nashville, TN","Central Time (US & Canada)","RT @Reenit: Be back after 3 advil and a late dinner. #GOPDebate Footnote @MeganKelly needs a new job! Is CNN hiring. She is way too full of…"
"2505",2505,"629690971106770944","No candidate mentioned","2015-08-07 09:30:01 -0700","Neutral","Brooklyn, NY","Eastern Time (US & Canada)","There were lots of ""yikes"" moments in the #GOPDebate - @Dreamdefenders is starting a discussion about some: http://t.co/qmbM3Bg6tt #KKKorGOP"
"2506",2506,"629690969806405632","No candidate mentioned","2015-08-07 09:30:00 -0700","Negative","America","Alaska","RT @nowiknowmyabcs: Lindsey Graham could be the solution for insomniacs everywhere.  #GOPDebate"
"2507",2507,"629690967306547200","No candidate mentioned","2015-08-07 09:30:00 -0700","Negative","Kenner,La","Central Time (US & Canada)","Abortion rights are barbaric and need to go - we are killing American citizens! #GOPDebate #prolife #AbortionIsMurder #PlannedParenthood"
"2508",2508,"629690961560502272","Donald Trump","2015-08-07 09:29:58 -0700","Negative","Virginia","Eastern Time (US & Canada)","RT @ThatsJustBogus: The day after the #GOPDebate a man who is mean to everybody is complaining about everybody being mean to him. #TrumpThe…"
"2509",2509,"629690951129239552","John Kasich","2015-08-07 09:29:56 -0700","Positive","West Islip New York","Eastern Time (US & Canada)","RT @JohnKasich: John Kasich knows how to balance budgets because he's actually done it. He will do it again. #GOPDebate http://t.co/LuyfKOK…"
"2510",2510,"629690948965040128","No candidate mentioned","2015-08-07 09:29:55 -0700","Neutral","","Central Time (US & Canada)","Did you notice on the GOD question they avoided saying they actually talk to god and have conversations being more general. #GOPdebate"
"2511",2511,"629690944502296576","Ted Cruz","2015-08-07 09:29:54 -0700","Negative","","Central Time (US & Canada)","RT @wtc1998: I filled 15/25 of my bingo spaces tonight. I'm surprised I didn't get ""Cruz denies climate change."" #GOPDebate"
"2512",2512,"629690942182690816","Donald Trump","2015-08-07 09:29:54 -0700","Negative","","","RT @larryelder: Donald Trump said, ""Single-payer works in Canada."" No...it...does...not!!! 20 reasons why not: http://t.co/uR9oz95p9F #GOPD…"
"2513",2513,"629690940433674240","Donald Trump","2015-08-07 09:29:53 -0700","Negative","My heart lives in Ibiza, Spain","Central Time (US & Canada)","Trump = Obama = Paranoid egomaniacs always blaming others.   #DemocratsThinkAlike  #GOPDebate"
"2514",2514,"629690939687067648","No candidate mentioned","2015-08-07 09:29:53 -0700","Positive","Carlsbad, California","Pacific Time (US & Canada)","@megynkelly well done! #GOPDebate suppose to advance survival of the fittest, not protection of endangered species. @greta #FoxNews"
"2515",2515,"629690937707356160","No candidate mentioned","2015-08-07 09:29:53 -0700","Neutral","America","Eastern Time (US & Canada)","@EPAespanol Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube"
"2516",2516,"629690931449593856","Jeb Bush","2015-08-07 09:29:51 -0700","Negative","","","RT @ThatTexasBoy26: <f0><U+009F><U+0098><U+0084> that's messed up. @JebBush getting no love on @Snapchat #GOPDebate http://t.co/0jX8Yeb00F"
"2517",2517,"629690928559558656","Mike Huckabee","2015-08-07 09:29:51 -0700","Negative","AZ USA","","RT @RebeccazWriting: @megynkelly @FrankLuntz @GovMikeHuckabee Interesting -considering he doesn't have a snowball's chance in HELL of winni…"
"2518",2518,"629690927850852352","No candidate mentioned","2015-08-07 09:29:50 -0700","Neutral","Brooklyn, NY","Eastern Time (US & Canada)","RT @feministabulous: FYI: Planned Parenthood is more popular than any man on stage right now: http://t.co/IFPy8t26WB #GOPDebate"
"2519",2519,"629690927817322496","No candidate mentioned","2015-08-07 09:29:50 -0700","Negative","NOLA","America/Chicago","RT @IronHide_81: Tell me @marklevinshow, when are you going to moderate a #GOPDebate? It's the only chance to give conservatives a fair sha…"
"2520",2520,"629690922259849216","No candidate mentioned","2015-08-07 09:29:49 -0700","Neutral","","Central Time (US & Canada)","RT @foodwishes: Did I miss all the climate change questions? #GOPDebate"
"2521",2521,"629690918883467264","No candidate mentioned","2015-08-07 09:29:48 -0700","Negative","Nashville, Tennessee","Central Time (US & Canada)","RT @wendmyoung: Not one clown on that stage of idiots last night, can match PBO's accomplishments #GOPDebate #voteblue2016 http://t.co/xocS…"
"2522",2522,"629690910998138880","No candidate mentioned","2015-08-07 09:29:46 -0700","Neutral","Georgia","Eastern Time (US & Canada)","RT @IAMMGraham: Time to talk #GOPDebate, and gutless #Irish liberals afraid to fight against evil (Hitler or ISIS) w/@ghook  @NewsRadio1067"
"2523",2523,"629690909450444800","Donald Trump","2015-08-07 09:29:46 -0700","Negative","Northville, Michigan","Eastern Time (US & Canada)","RT @GhesheS: #GOPDebate: Trump Trumped! http://t.co/zWIN7P0vhH"
"2524",2524,"629690906225037312","No candidate mentioned","2015-08-07 09:29:45 -0700","Negative","Washington, D. C. ","Central Time (US & Canada)","RT @ShiCooks: The most offensive, confusing, hilarious, &amp; wild moments #GOPDebate http://t.co/kJMyy04bnH http://t.co/a4ZOV5eKOt h/t @Vanity…"
"2525",2525,"629690906103316480","No candidate mentioned","2015-08-07 09:29:45 -0700","Negative","","","Drank way too much <f0><U+009F><U+008D><U+00B7> watching the #GOPDebate hangover #GDFR"
"2526",2526,"629690905864368128","No candidate mentioned","2015-08-07 09:29:45 -0700","Negative","Cookeville, TN","","@jeremypiven after watching last night's #GOPDebate I've decided Ari Gold really had the best domestic policy... http://t.co/k6XA5rlo70"
"2527",2527,"629690900608905216","No candidate mentioned","2015-08-07 09:29:44 -0700","Negative","","Central Time (US & Canada)","RT @SarahDoiron31: Can we talk about climate change or is that just going to be swept under the rug again? #GOPDebate #climatechange"
"2528",2528,"629690898998136832","Ben Carson","2015-08-07 09:29:44 -0700","Positive","Houston, Texas","Eastern Time (US & Canada)","After #GOPDebate He's on top!  Go @RealBenCarson Go!!  #FoxNews and  @megynkelly keep Ben on the air! http://t.co/DgGlgoNasd"
"2529",2529,"629690895479250944","No candidate mentioned","2015-08-07 09:29:43 -0700","Negative","Como","","RT @cappy_yarbrough: Love to see men who will never be faced with a pregnancy talk about what I can do with my body <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F> #GOPDebate"
"2530",2530,"629690894325837824","Mike Huckabee","2015-08-07 09:29:42 -0700","Positive","Mount Airy, North Carolina","Eastern Time (US & Canada)","It sure was. #Huckabee delivered his message well.  #ImWithHuck #GOPDebate #th2016 #ccot #tcot #teaparty #pjnet https://t.co/DwPzCZZrRL"
"2531",2531,"629690890743721984","No candidate mentioned","2015-08-07 09:29:42 -0700","Negative","","Pacific Time (US & Canada)","RT @AngryBlackLady: Pretty sure I was just drunkenly yelling “ABORTION” at the screen at the New Parkway last night. #GOPDebate"
"2532",2532,"629690888059506688","No candidate mentioned","2015-08-07 09:29:41 -0700","Negative","Kronos 1","","RT @lizzwinstead: They all look like they need a stool softener #GOPDebate"
"2533",2533,"629690884792188928","Jeb Bush","2015-08-07 09:29:40 -0700","Negative","US","Quito","when Jeb Bush said all the Republican candidates were better than Hillary and Bernie #GOPDebate http://t.co/fWA5ir27bY"
"2534",2534,"629690878030925824","No candidate mentioned","2015-08-07 09:29:39 -0700","Negative","Virginia, USA","Pacific Time (US & Canada)","RT @AnArousedWoman: All of these GOP assholes hate #women. Too bad women vote for these misogynists. #GOPDebate #GOPClownShow #p2 #fem2 htt…"
"2535",2535,"629690875270959104","No candidate mentioned","2015-08-07 09:29:38 -0700","Negative","San Diego, California ","Pacific Time (US & Canada)","RT @HeadcACE1906: GOP in a nut shell  #GOPDebate http://t.co/Q7Q7GXw3Lc"
"2536",2536,"629690866613944320","Donald Trump","2015-08-07 09:29:36 -0700","Positive","Sacramento, CA","Pacific Time (US & Canada)","Easily the best part of last night's #GOPDebate “@SRShowSXM: Trump takes down Rosie. https://t.co/kC62VtBf6p”"
"2537",2537,"629690862599958528","No candidate mentioned","2015-08-07 09:29:35 -0700","Negative","So.Nevada, USA","Pacific Time (US & Canada)","RT @Booker25: #GOPDebate these 10 idiots  forget that #irandeal involves 5 other countries"
"2538",2538,"629690860276461568","No candidate mentioned","2015-08-07 09:29:34 -0700","Neutral","","Eastern Time (US & Canada)","RT @CeeJayCraig: I'm so ready for the next #GOPDebate"
"2539",2539,"629690857952690176","No candidate mentioned","2015-08-07 09:29:34 -0700","Negative","","","RT @thedebaterprobs: The #GOPDebate made me realize how much people saying stupid things in suits makes me miss debate season."
"2540",2540,"629690857734701056","Donald Trump","2015-08-07 09:29:34 -0700","Negative","New York, NY","Eastern Time (US & Canada)","How @realDonaldTrump imagined he performed at last night's #GOPDebate? https://t.co/J1UhtFQzii"
"2541",2541,"629690857541648384","No candidate mentioned","2015-08-07 09:29:34 -0700","Neutral","~ saturn  ~","Arizona","RT @almightygod: I like to whisper different things in each candidate's ear. Keeps 'em guessing. #GOPDebate"
"2542",2542,"629690849878765568","No candidate mentioned","2015-08-07 09:29:32 -0700","Neutral","","Central Time (US & Canada)","RT @seansimpson01: ""Let's talk about climate change and the environment?"" ""Nah. We're good."" - @FoxNews  #GOPDebate"
"2543",2543,"629690845021798400","No candidate mentioned","2015-08-07 09:29:31 -0700","Negative","New Haven, CT","Eastern Time (US & Canada)","#GOPDebate was like #JackNicholson driving his fellow patients around in ""One Flew Over the Cuckoos Nest."" http://t.co/lRpXQgx4A2"
"2544",2544,"629690844086272000","No candidate mentioned","2015-08-07 09:29:30 -0700","Neutral","United States","Central Time (US & Canada)","RT @KGrumke: Check out our interactive fact check of the #GOPDebate! http://t.co/3064jPtpa0 @NewsyVideos"
"2545",2545,"629690842391908352","Jeb Bush","2015-08-07 09:29:30 -0700","Negative","","","RT @RedStateJake: Sorry, but @JebBush was as inspiring as a manila envelope.   #GOPDebate #tcot #tlot #ccot #ycot #GOP http://t.co/5xeZ4vlJ…"
"2546",2546,"629690839027978240","No candidate mentioned","2015-08-07 09:29:29 -0700","Neutral","","","Anyone else find it odd God would tell everyone to run? Wouldn't he have picked just one, you know, being God and all? #GOPDebate"
"2547",2547,"629690838772224000","Donald Trump","2015-08-07 09:29:29 -0700","Negative","existentialism","Central Time (US & Canada)","RT @buckle2: The scary part about the #GOPDebate is that Trump won and is still leading the polls. Is America serious about making him Pres…"
"2548",2548,"629690838566592512","Donald Trump","2015-08-07 09:29:29 -0700","Neutral","DFW","Central Time (US & Canada)","@hrkbenowen Tuned in to learn more about the other guys not named Trump and it turned into Megyn Kelly's Peoples Court #GOPDebate #Cruz2016"
"2549",2549,"629690838122037248","No candidate mentioned","2015-08-07 09:29:29 -0700","Neutral","","New Delhi","For Whom the Bells Toll?  * The Million Dollar Question! #GOPDebate"
"2550",2550,"629690838105354240","No candidate mentioned","2015-08-07 09:29:29 -0700","Negative","Hartford, CT, United States","Eastern Time (US & Canada)","I've never seen a #GOPDebate as entertaining as last night's was"
"2551",2551,"629690836704366592","No candidate mentioned","2015-08-07 09:29:29 -0700","Neutral","Minnesota, USA","Eastern Time (US & Canada)","RT @BMOREBrian: @BRappy55 RT @HuffPostLive: Last night's #GOPDebate in a nutshell. http://t.co/E7oOAW7nEa"
"2552",2552,"629690835978731520","No candidate mentioned","2015-08-07 09:29:29 -0700","Positive","round rock tx","","RT @TeamRickPerry: .@GovernorPerry has a plan to end sanctuary cities #tcot #GOPDebate #Perry2016 http://t.co/L3cZ6jbRYH"
"2553",2553,"629690835823669248","Donald Trump","2015-08-07 09:29:29 -0700","Positive","Milton Keynes","","RT @DemsRRealRacist: Trump keeps trying to make definitive statements when the #GOPDebate is actually for mealy-mouthed hemming and hawing.…"
"2554",2554,"629690835152568320","Ted Cruz","2015-08-07 09:29:28 -0700","Positive","SE Georgia, USA","Eastern Time (US & Canada)","RT @Laural4705: #GOPDebate my opinion, cruz had the best closing remarks, explaining his plan and vision for America. He was passionate, de…"
"2555",2555,"629690834141736960","Scott Walker","2015-08-07 09:29:28 -0700","Neutral","Location: Scooched To The Left","Eastern Time (US & Canada)","----&gt;&gt; Court Docs: 'Probable Cause To Believe' Walker Committed Felony http://t.co/fZoQJXbm6X #topprog #GOPDebate"
"2556",2556,"629690833382588416","","2015-08-07 09:29:28 -0700","Negative","","","RT @ImmigranNacion: @PeteSessions #GOPDebate #USA, seriously, would you vote for any of these CLOWNS? We NEED #CIRNow #AINF #TNTVote http:/…"
"2557",2557,"629690831645995008","Ted Cruz","2015-08-07 09:29:28 -0700","Positive","Minnesota","","With first debate over.... hands down @TedCruz is my pick for President! #GOPDebate http://t.co/g0jq1Y53bo"
"2558",2558,"629690830526087168","No candidate mentioned","2015-08-07 09:29:27 -0700","Negative","Columbia SC ","Quito","""@dannyboi965: A shocking photo taken in the sewers in Ohio after the #GOPDebate last night. http://t.co/rbK7gMYhCE"" lol brilliant"
"2559",2559,"629690828722728960","Jeb Bush","2015-08-07 09:29:27 -0700","Negative","","","RT @ChuckNellis: Don't JEB me man! #GOPDebate http://t.co/KWDnwGf53Q"
"2560",2560,"629690827686543360","Ted Cruz","2015-08-07 09:29:27 -0700","Negative","Valparaiso, IN","Eastern Time (US & Canada)","RT @pattonoswalt: Cruz wants us to forfeit citizenship if we go and join ISIS? That seriously fucks up the spring break comedy script I jus…"
"2561",2561,"629690827292307456","Jeb Bush","2015-08-07 09:29:26 -0700","Negative","San Diego, CA USA","Pacific Time (US & Canada)","RT @br549q: #MegynKelly #KellyFile #GOPDebate  #foxnews demnstrtes its bias for Jeb by time allotment &amp; time spent attackng Trump http://t.…"
"2562",2562,"629690825597784064","Donald Trump","2015-08-07 09:29:26 -0700","Negative","Washington State","Pacific Time (US & Canada)","#TheDonald says re: calling #women dogs, disgusting animals: ""We have a lot of fun, I say what I say."" #TrumpMisogynist #misogyny #GOPDebate"
"2563",2563,"629690824461303808","Rand Paul","2015-08-07 09:29:26 -0700","Neutral","Atlanta, Ga","","Rand Paul tried to relate with #millennials #randpaul #gopdebate https://t.co/M6DbM4SHY3"
"2564",2564,"629690823479816192","No candidate mentioned","2015-08-07 09:29:26 -0700","Neutral","","Central Time (US & Canada)","RT @janekleeb: So 20 more minutes of #GOPDebate and nothing on clean energy, climate change, environment #nokxl clearest indicator of party…"
"2565",2565,"629690821625913344","No candidate mentioned","2015-08-07 09:29:25 -0700","Negative","Cleveland, OH","","RT @GetUpStandUp2: #BATsAsk What if you gave a #GOPDebate and NOBODY came? Oh, wait!!! https://t.co/9TrCpw0EfM @BadassTeachersA http://t.co…"
"2566",2566,"629690820917133312","No candidate mentioned","2015-08-07 09:29:25 -0700","Neutral","greensboro","","RT @CarolCNN: GOP candidates take aim at @HillaryClinton during #GOPdebate. Does it help or hurt her? @ChrisKofinis weighs in @CNN http://t…"
"2567",2567,"629690810246627328","Jeb Bush","2015-08-07 09:29:22 -0700","Negative","","","RT @ThaRightStuff: Yes goyim, communist sympathizer @chrislhayes approves of @JebBush . Plz stop being racist #GOPDebate #cuckservative htt…"
"2568",2568,"629690805431705600","No candidate mentioned","2015-08-07 09:29:21 -0700","Positive","KY","","RT @ArsenioHall: BTW ... @CarlyFiorina earned a spot at the ""big table"" for next debate, don't you think?  #GOPDebate #shebrungit"
"2569",2569,"629690803221172224","Donald Trump","2015-08-07 09:29:21 -0700","Negative","Indianapolis","Quito","TRUMP: ""MORE ADAM SANDLER MOVIES!"" #MakeAmericaFartAgain #GOPDebate"
"2570",2570,"629690799408685056","Jeb Bush","2015-08-07 09:29:20 -0700","Neutral","Cleveland, OH","","RT @marla_kilfoyle: Here is what Jeb did to ed in FL  http://t.co/TP1pTWUjFa @megynkelly  @bretbaier  @FoxNewsSunday  #GOPDebate  #BATsAsk"
"2571",2571,"629690796627759104","No candidate mentioned","2015-08-07 09:29:19 -0700","Negative","USA","Pacific Time (US & Canada)","RT @ChrisClaytonDTN: Political junkies are worse than football fans. One poor debate and suddenly that guy isn't going to the Super Bowl. #…"
"2572",2572,"629690795763871744","Donald Trump","2015-08-07 09:29:19 -0700","Negative","New Hope, PA","Eastern Time (US & Canada)","Kept wondering where The Donald left his pinky ring and gold chains were, what with his used car salesman gesturing/talk. #GOPDebate"
"2573",2573,"629690794983583744","No candidate mentioned","2015-08-07 09:29:19 -0700","Negative","America","Eastern Time (US & Canada)","@NowWithALEX Who's the real illegal alien #GOPDEbate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube"
"2574",2574,"629690789799440384","Rand Paul","2015-08-07 09:29:18 -0700","Positive","Minneapolis","","RT @MN4RAND: Glenn Beck is saying Rand is a big winner in the #GOPDebate and Christie is a big loser. #StandWithRand #GetAWarrant  @RandPaul"
"2575",2575,"629690788578865152","Ben Carson","2015-08-07 09:29:17 -0700","Negative","California, USA","","RT @JRpolitirants: Don't get me wrong, Ben Carson is a brilliant man, I admire him, but I don't see him as president, its true he has a lot…"
"2576",2576,"629690785097760768","Marco Rubio","2015-08-07 09:29:16 -0700","Positive","","Eastern Time (US & Canada)","YES! MT @CNNPolitics: .@marcorubio takes a stand on abortion during the #GOPDebate http://t.co/8KAOnV4Kb7 http://t.co/fiQDbU1do2”"
"2577",2577,"629690783294164992","Rand Paul","2015-08-07 09:29:16 -0700","Negative","Georgia","Eastern Time (US & Canada)","Rand Paul is looking for a fight. Problem is, is it a political fight he wants, or is he merely pent up? #GOPDebate"
"2578",2578,"629690779884072960","No candidate mentioned","2015-08-07 09:29:15 -0700","Neutral","Chicago, IL","","Veteran political journalist Jim Barnes breaks down winners and losers of #GOPDebate for @ballotpedia: http://t.co/eza7pbYaKh"
"2579",2579,"629690778848264192","Jeb Bush","2015-08-07 09:29:15 -0700","Neutral","Washington, DC","Mountain Time (US & Canada)","That Common Core question on #GOPdebate really escalated quickly. http://t.co/Xq0WaKYBH4"
"2580",2580,"629690770799374336","Jeb Bush","2015-08-07 09:29:13 -0700","Neutral","Milton Keynes","","RT @NicholasPell: ""Whatever the geometric mean position of all primary voters is, that is also my position. Also, stammering."" - Jeb #GOPDe…"
"2581",2581,"629690767213240320","Marco Rubio","2015-08-07 09:29:12 -0700","Negative","Probably asleep. ","London","RT @chrisgeidner: Rubio says all life should be protected. Rejects that he supports ""life of the mother"" exceptions. #GOPDebate"
